-274.0863 278.6725 0
-360.5298 301.9525 0
-291.3999 258.7129 0
-352.9000 276.4682 0
-310.9575 349.9721 0
-262.5746 337.4042 0
-288.3676 279.1113 0
-188.5527 251.5963 0
-271.8490 307.5616 0
-281.8716 273.3350 0
-362.8877 303.2016 0
-276.5384 341.6024 0
-317.2055 372.9017 0
-326.3439 255.4669 0
-337.8637 319.7292 0
-334.0585 299.9111 0
-344.1714 315.9437 0
-253.3473 296.5213 0
-381.1466 371.5717 0
-330.3022 318.1282 0
-267.0668 321.3022 0
-276.5094 353.1946 0
-295.9686 217.1974 0
-261.8517 305.6646 0
-365.4531 325.7134 0
-306.1701 264.5498 0
-328.9064 355.0039 0
-338.7793 280.7193 0
-343.2041 278.9847 0
-292.1211 339.9598 0
-236.8656 321.9743 0
-335.4539 349.6501 0
-275.7643 331.9218 0
-274.4514 221.7990 0
-323.4194 261.4409 0
-303.7260 281.3453 0
-321.2145 272.3318 0
-352.6424 294.6392 0
-290.2544 292.4203 0
-248.4131 325.6356 0
-269.3164 316.6867 0
-232.5745 226.6842 0
-266.2237 378.6539 0
-298.0122 295.7419 0
-317.8798 299.1057 0
-329.2850 303.2734 0
-194.2871 335.6248 0
-241.6721 320.6480 0
-319.7061 272.3390 0
-265.3651 281.9054 0
-280.5923 284.7932 0
-318.7635 301.7026 0
-312.0564 296.2564 0
-338.9255 283.1724 0
-260.1750 247.9999 0
-287.6636 365.4275 0
-371.5912 299.5634 0
-243.3552 303.0491 0
-296.0033 316.7368 0
-317.6304 249.2700 0
-279.5840 292.0226 0
-327.4016 268.6909 0
-336.2602 362.8088 0
-298.0903 316.7355 0
-289.7811 290.4569 0
-321.9445 307.3153 0
-249.4328 324.9327 0
-282.1496 263.5482 0
-306.0807 315.3417 0
-234.2607 349.9931 0
-389.7624 299.7050 0
-266.3209 392.0914 0
-241.2794 265.5250 0
-284.9071 240.3605 0
-282.3411 222.7998 0
-344.7071 360.2244 0
-263.4910 244.9657 0
-316.4440 275.5126 0
-369.1397 325.8970 0
-327.6189 265.4231 0
-315.1429 342.5024 0
-314.2654 285.7426 0
-291.5002 291.3617 0
-312.9467 288.9130 0
-341.2745 297.5839 0
-346.9982 261.5574 0
-301.7156 257.7490 0
-273.9152 276.3402 0
-294.0357 278.2548 0
-321.0768 322.7218 0
-369.2803 280.4280 0
-270.3201 384.9036 0
-329.3097 248.0629 0
-279.4510 316.8163 0
-270.9948 362.6995 0
-316.7520 291.9151 0
-280.3983 251.4300 0
-278.8901 220.1092 0
-281.8130 277.6694 0
-330.5931 254.1561 0
-279.5335 319.3041 0
-337.3731 293.1113 0
-296.2321 274.1172 0
-355.4217 287.0368 0
-306.7718 279.4732 0
-339.1344 346.9316 0
-292.0694 344.7360 0
-317.7847 354.1554 0
-338.8026 313.1192 0
-288.0357 284.9618 0
-290.8837 288.8461 0
-272.7273 282.5671 0
-303.5336 359.3733 0
-296.6730 285.1654 0
-383.6073 374.0995 0
-265.4797 244.0715 0
-313.6811 232.8683 0
-333.1143 330.7047 0
-308.5671 302.5741 0
-320.5968 339.5827 0
-250.7699 332.8836 0
-364.4698 239.4722 0
-248.9782 334.4839 0
-241.9239 319.5296 0
-281.3011 278.3841 0
-359.9387 236.3910 0
-316.5860 315.1629 0
-311.2824 329.3702 0
-270.2875 337.5950 0
-264.7403 299.4372 0
-348.6561 299.1066 0
-328.5521 294.1518 0
-264.2143 272.5390 0
-319.9360 272.7596 0
-330.0227 320.3812 0
-267.2000 289.9023 0
-360.1510 320.1298 0
