-385.3450 341.1401 0
-417.8077 291.1049 0
-396.0042 171.0609 0
-370.8379 233.5557 0
-257.2797 403.4677 0
-416.4359 377.0305 0
-366.5467 290.8419 0
-169.2867 202.5764 0
-402.2610 372.4742 0
-192.2903 340.4024 0
-153.9498 206.8774 0
-157.9342 261.0425 0
-235.8357 234.8361 0
-206.0001 190.4291 0
-205.0262 356.8503 0
-218.2183 269.9143 0
-365.0564 271.0096 0
-228.1887 179.1007 0
-257.9989 433.1324 0
-224.8925 292.7112 0
-442.4788 404.7552 0
-367.1515 266.7397 0
-275.6689 336.1582 0
-163.5942 161.8482 0
-348.6575 407.3986 0
-272.0671 337.1883 0
-398.5553 240.5885 0
-166.9153 392.3802 0
-346.9755 322.8375 0
-319.7924 279.0725 0
-305.6506 418.0769 0
-152.5316 271.6761 0
-292.8328 182.6782 0
-249.1960 261.2663 0
-210.0729 324.0754 0
-407.1857 383.4592 0
-190.5858 326.0020 0
-186.5273 262.5033 0
-299.5916 247.3301 0
-347.5553 278.0919 0
-200.2221 231.4212 0
-219.3185 432.2999 0
-229.3493 176.6126 0
-288.9943 274.9305 0
-263.6520 421.1110 0
-272.5126 255.9927 0
-244.0088 413.8729 0
-430.3465 173.1026 0
-196.3496 393.3494 0
-374.3862 213.5830 0
-217.7818 157.7308 0
-336.2686 292.6836 0
-171.1645 309.4050 0
-188.5429 431.0041 0
-246.7690 269.1140 0
-376.3584 329.7963 0
-216.5097 244.7868 0
-368.2080 202.1283 0
-196.0169 340.3246 0
-165.2789 356.2758 0
-273.8237 171.8174 0
-257.4515 386.2804 0
-154.5751 222.0596 0
-349.5947 291.5157 0
-309.5300 258.3192 0
-395.6697 381.1123 0
-293.1461 326.6043 0
-157.3513 333.3313 0
-368.5502 161.3251 0
-190.7220 283.1037 0
-235.3973 251.7624 0
-150.4280 385.4775 0
-249.9069 443.9666 0
-210.8290 412.6506 0
-269.0942 430.5978 0
-221.3770 376.5221 0
-235.8372 177.8842 0
-436.1284 277.1646 0
-339.6546 304.3568 0
-323.5988 228.4826 0
-238.1057 252.6202 0
-256.9290 203.7696 0
-333.1312 349.6869 0
-421.7519 303.7999 0
-150.2776 228.1153 0
-417.9881 290.3933 0
-197.7233 426.4336 0
-222.9044 257.5214 0
-310.6980 162.1603 0
-376.8036 289.2721 0
-260.8502 438.5551 0
-366.8600 397.4088 0
-151.2038 357.9829 0
-350.7157 329.5368 0
-199.4569 179.0845 0
-365.1518 251.8412 0
-376.9317 374.6509 0
-189.8479 411.4393 0
-332.7970 196.2028 0
-195.3072 249.5797 0
-360.8167 159.0216 0
-276.0904 356.4431 0
-153.7441 193.2958 0
-293.5689 369.5745 0
-385.3252 436.8016 0
-398.8493 376.6000 0
-380.1052 377.2272 0
-260.6068 219.2307 0
-304.2303 174.0644 0
-215.7461 325.8154 0
-208.9213 288.0011 0
-219.0608 178.0410 0
-205.3838 280.3215 0
-427.1995 324.6764 0
-359.2919 314.1405 0
-382.1613 404.9563 0
-340.5059 372.7253 0
-267.4073 312.5776 0
-407.7996 205.8428 0
-293.9144 443.7184 0
-442.8373 208.7803 0
-365.4576 324.1562 0
-294.0339 251.9655 0
