-500.000000 603.398010
600.000000 -721.792603
-500.000000 600.488586
600.000000 -718.221558
-500.000000 600.815063
600.000000 -718.521606
-500.000000 601.166321
600.000000 -718.844482
-500.000000 596.172668
600.000000 -712.759888
-500.000000 594.526855
600.000000 -710.677002
-500.000000 589.140991
600.000000 -704.109375
-500.000000 583.355835
600.000000 -697.054932
-500.000000 577.125488
600.000000 -689.457520
-500.000000 570.396301
600.000000 -681.251831
-500.000000 559.222473
600.000000 -667.716736
-500.000000 551.907043
600.000000 -658.791199
-500.000000 548.057129
600.000000 -653.996033
-500.000000 542.328430
600.000000 -646.939026
-500.000000 529.937500
600.000000 -631.901672
-500.000000 524.127380
600.000000 -624.713623
-500.000000 516.749084
600.000000 -615.633911
-500.000000 511.002167
600.000000 -608.476868
-500.000000 499.717621
600.000000 -594.681946
-500.000000 494.892761
600.000000 -588.572876
-500.000000 487.317993
600.000000 -579.142029
-500.000000 477.397308
600.000000 -566.874939
-500.000000 465.536865
600.000000 -552.250061
-500.000000 445.805054
600.000000 -528.194275
-500.000000 444.151886
600.000000 -525.627991
-500.000000 439.537109
600.000000 -519.455139
-500.000000 420.913086
600.000000 -496.494293
-500.000000 410.809387
600.000000 -483.579559
-500.000000 395.938446
600.000000 -464.876160
-500.000000 393.983856
600.000000 -461.389404
-500.000000 396.994141
600.000000 -463.557190
-500.000000 379.970398
600.000000 -441.768585
-500.000000 370.930481
600.000000 -429.223175
-500.000000 355.232758
600.000000 -408.351929
-500.000000 322.293671
600.000000 -366.670746
-500.000000 312.234009
600.000000 -351.379974
-500.000000 311.387268
600.000000 -346.061462
-500.000000 301.098602
600.000000 -328.651337
-500.000000 263.768188
600.000000 -278.968994
-500.000000 234.552277
600.000000 -236.218506
-500.000000 233.897888
600.000000 -225.832886
-500.000000 233.929504
600.000000 -211.563049
-500.000000 266.635834
600.000000 -224.562881
-500.000000 319.125610
600.000000 -244.279495
-500.000000 404.775177
600.000000 -302.422424
-500.000000 422.947906
600.000000 -288.896942
-500.000000 449.794617
600.000000 -268.915741
-500.000000 555.376587
600.000000 -382.002625
-500.000000 395.790283
600.000000 -154.579498
-500.000000 1103.032715
600.000000 -610.796875
-500.000000 1103.032715
600.000000 -610.796875
