-500.000000 339.019226
600.000000 -400.633148
-500.000000 313.165100
600.000000 -368.937439
-500.000000 268.788300
600.000000 -315.005066
-500.000000 261.172272
600.000000 -304.566772
-500.000000 254.019989
600.000000 -294.504333
-500.000000 246.371063
600.000000 -283.515137
-500.000000 222.066772
600.000000 -252.375885
-500.000000 181.917099
600.000000 -201.515518
-500.000000 114.246902
600.000000 -116.720291
-500.000000 101.728447
600.000000 -94.891151
-500.000000 128.073395
600.000000 -117.860657
-500.000000 66.675339
600.000000 -34.602726
-500.000000 72.306725
600.000000 -27.770676
-500.000000 185.474609
600.000000 -142.513809
-500.000000 89.105530
600.000000 -0.929199
-500.000000 304.702759
600.000000 -212.079559
-500.000000 387.158539
600.000000 -282.400543
-500.000000 295.837128
600.000000 -225.610138
-500.000000 29.757015
600.000000 101.183647
-500.000000 159.757355
600.000000 40.390968
-500.000000 32.900356
600.000000 136.366379
-500.000000 131.750702
600.000000 -11.751808
-500.000000 69.835518
600.000000 100.240829
-500.000000 166.016754
600.000000 -47.227661
-500.000000 110.346512
600.000000 60.617836
-500.000000 13.554848
600.000000 248.124573
-500.000000 972.571045
600.000000 -607.131348
-500.000000 972.571045
600.000000 -607.131348
